year,positive,negative
2555,4.0,-2.0
2556,2.0,-5.0
2558,2.0,0.0
2559,7.0,-2.0
2560,4.0,0.0
2561,3.0,0.0
2562,3.0,-2.0
2564,3.0,-2.0
2565,3.0,-2.0
2554,0.0,-1.0
2557,0.0,-2.0
