year,positive,negative
2555,5.0,-3.0
2557,7.0,-2.0
2558,11.0,0.0
2559,8.0,0.0
2560,8.0,0.0
2561,4.0,0.0
2562,5.0,-1.0
2556,0.0,-3.0
2564,0.0,-1.0
2565,0.0,-1.0
