year,positive,negative
2554,2.0,-6.0
2555,10.0,-18.0
2556,4.0,-38.0
2557,34.0,-31.0
2558,19.0,-4.0
2559,7.0,-1.0
2560,4.0,-6.0
2561,9.0,-1.0
2562,9.0,0.0
2563,8.0,-13.0
2564,10.0,-17.0
2565,9.0,-17.0
