year,positive,negative
2556,2.0,-6.0
2562,10.0,-2.0
2563,4.0,-6.0
2564,3.0,-3.0
2565,3.0,0.0
2554,0.0,-2.0
2555,0.0,-2.0
2561,0.0,-1.0
