year,positive,negative
2557,1.0,0.0
2558,3.0,-1.0
2559,5.0,-2.0
2560,9.0,-2.0
2561,19.0,-3.0
2562,32.0,-2.0
2563,32.0,-1.0
2564,30.0,-3.0
2565,49.0,-12.0
2554,0.0,-1.0
