date_time,title,link,person,groups,sub_categories,categories,score,year,month,date,time
2022-10-29 12:27:00,“ปารีณา” วอน “บิ๊กตู่” ฟังเสียงประชาชนค้านต่างชาติถือครองที่ดินไทย วอนปกป้องผืนแผ่นดินอย่างที่บรรพบุรุษทำมา,https://mgronline.com/politics/detail/9650000103409,"พลเอก ประยุทธ์ จันทร์โอชา,ปารีณา ไกรคุปต์,","ครม. ชุดที่ 62,ส.ส. ชุดที่ 25,","สายพรรคการเมือง,สายพรรคการเมือง,","พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2565,10,2022-10-29,12:27:00
2022-04-07 15:11:00,พปชร.ยันส่งคนรักษาพื้นที่ “ปารีณา” แน่ เตรียมคนไว้แล้วรอ กก.บห.เคาะ ยังไม่คุย “บิ๊กป้อม”,https://mgronline.com/politics/detail/9650000033724,"พลเอก ประวิตร วงษ์สุวรรณ,ปารีณา ไกรคุปต์,พรรคพลังประชารัฐ,พรรคอนาคตใหม่-พรรคก้าวไกล,","ครม. ชุดที่ 62,ส.ส. ชุดที่ 25,พรรคการเมือง,พรรคการเมือง,","สายพรรคการเมือง,สายพรรคการเมือง,สายพรรคการเมือง,สายพรรคการเมือง,","พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",1.0,2565,4,2022-04-07,15:11:00
2022-04-07 12:16:00,“ปารีณา” ไม่รอด! ศาลฎีกาสั่งพ้นสภาพ ส.ส.ฐานผิดจริยธรรมบุกรุกป่าราชบุรี ห้ามลงเลือกตั้งตลอดชีวิต,https://mgronline.com/politics/detail/9650000033626,"ศาลยุติธรรม,ปารีณา ไกรคุปต์,","ศาลยุติธรรม,ส.ส. ชุดที่ 25,","สายศาล,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2565,4,2022-04-07,12:16:00
2022-03-23 13:33:00,“บิ๊กป้อม” โบ้ยตอบเรื่อง “ปารีณา” ถูก ป.ป.ช.ชี้มูลปกปิดทรัพย์สิน ย้อนต้องรู้ทุกเรื่องเลยหรือ,https://mgronline.com/politics/detail/9650000028340,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,พลเอก ประวิตร วงษ์สุวรรณ,ปารีณา ไกรคุปต์,","ป.ป.ช.,ครม. ชุดที่ 62,ส.ส. ชุดที่ 25,","สายองค์กรอิสระ,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",1.0,2565,3,2022-03-23,13:33:00
2022-01-18 10:47:00,“บิ๊กป้อม” สั่ง “เอ๋-ปารีณา” ลบโพสต์ แซะ “ปชป.” ปมเลือกตั้งซ่อมใต้ทำเสียชื่อพรรค พปชร.,https://mgronline.com/politics/detail/9650000005493,"พลเอก ประวิตร วงษ์สุวรรณ,ปารีณา ไกรคุปต์,พรรคพลังประชารัฐ,พรรคประชาธิปัตย์,","ครม. ชุดที่ 62,ส.ส. ชุดที่ 25,พรรคการเมือง,พรรคการเมือง,","สายพรรคการเมือง,สายพรรคการเมือง,สายพรรคการเมือง,สายพรรคการเมือง,","พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",1.0,2565,1,2022-01-18,10:47:00
2021-07-01 23:03:00,ระอุ ! “วิรัช” ดีด “เอ๋-ปารีณา” ออกจากไลน์กลุ่ม พปชร. เซ่นปม #อหวร,https://mgronline.com/politics/detail/9640000063984,"วิรัช รัตนเศรษฐ,ปารีณา ไกรคุปต์,พรรคพลังประชารัฐ,","ส.ส. ชุดที่ 25,ส.ส. ชุดที่ 25,พรรคการเมือง,","สายพรรคการเมือง,สายพรรคการเมือง,สายพรรคการเมือง,","พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2564,7,2021-07-01,23:03:00
2021-03-23 18:02:00,“ปารีณา” ลุ้น 25 มี.ค. ศาลฎีกานัดฟังคำสั่งคดีรุกป่า ต้องหยุดปฏิบัติหน้าที่หรือไม่,https://mgronline.com/politics/detail/9640000027924,"ศาลยุติธรรม,ปารีณา ไกรคุปต์,","ศาลยุติธรรม,ส.ส. ชุดที่ 25,","สายศาล,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2564,3,2021-03-23,18:02:00
2021-03-16 19:14:00,ป.ป.ช.ยื่นศาลฎีกาแล้ว “ปารีณา” รุกป่า ขอสั่งหยุดปฏิบัติหน้าที่พ้น ส.ส.แบนเลือกตั้งไม่เกิน 10 ปี,https://mgronline.com/politics/detail/9640000025432,"ศาลยุติธรรม,คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,ปารีณา ไกรคุปต์,","ศาลยุติธรรม,ป.ป.ช.,ส.ส. ชุดที่ 25,","สายศาล,สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2564,3,2021-03-16,19:14:00
2021-03-11 18:34:00,ป.ป.ช.ยังไม่ยื่นศาลฎีกาเอาผิดจริยธรรม “ปารีณา” ขาดเอกสารประกอบ คาดสัปดาห์หน้า,https://mgronline.com/politics/detail/9640000023795,"ศาลยุติธรรม,คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,ปารีณา ไกรคุปต์,","ศาลยุติธรรม,ป.ป.ช.,ส.ส. ชุดที่ 25,","สายศาล,สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2564,3,2021-03-11,18:34:00
2021-03-10 14:32:00,ป.ป.ช.เซ็นรับรองเอกสารครบ ยื่นศาลฎีกาฟันผิดจริยธรรมร้ายแรง “ปารีณา” พรุ่งนี้,https://mgronline.com/politics/detail/9640000023244,"ศาลยุติธรรม,คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,ปารีณา ไกรคุปต์,","ศาลยุติธรรม,ป.ป.ช.,ส.ส. ชุดที่ 25,","สายศาล,สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2564,3,2021-03-10,14:32:00
