id,groups,sub_categories,categories,person,keyword,count,total_event,period_1_plus,period_1_minus,period_1_total,period_2_plus,period_2_minus,period_2_total,period_1_plus_percentage,period_1_minus_percentage,period_2_plus_percentage,period_2_minus_percentage
38,ครม. ชุดที่ 62,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,เทวัญ ลิปตพัลลภ,เทวัญ,4,4,0,0,0,3,-1,4,0.0,0.0,75.0,25.0
134,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,เทวัญ ลิปตพัลลภ,เทวัญ,4,4,0,0,0,3,-1,4,0.0,0.0,75.0,25.0
50,ครม. ชุดที่ 62,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,เฉลิมชัย ศรีอ่อน,เฉลิมชัย,4,4,0,0,0,3,-1,4,0.0,0.0,75.0,25.0
85,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,คารม พลพรกลาง,คารม,4,4,0,0,0,2,-2,4,0.0,0.0,50.0,50.0
154,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,คารม พลพรกลาง,คารม,4,4,0,0,0,2,-2,4,0.0,0.0,50.0,50.0
97,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,กรณ์ จาติกวณิช,กรณ์,4,4,0,-1,1,1,-2,3,0.0,100.0,33.33333333333333,66.66666666666666
131,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,นิกร จำนง,นิกร,4,4,0,0,0,2,-2,4,0.0,0.0,50.0,50.0
192,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,สมพงษ์ อมรวิวัฒน์,สมพงษ์,4,4,0,0,0,0,-4,4,0.0,0.0,0.0,100.0
201,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,สมพงษ์ อมรวิวัฒน์,สมพงษ์,4,4,0,0,0,0,-4,4,0.0,0.0,0.0,100.0
215,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,ยุทธพงศ์ จรัสเสถียร,ยุทธพงศ์,4,4,0,-1,1,1,-2,3,0.0,100.0,33.33333333333333,66.66666666666666
286,พรรคการเมือง,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรคสร้างอนาคตไทย,สร้างอนาคตไทย,4,4,0,0,0,3,-1,4,0.0,0.0,75.0,25.0
47,ครม. ชุดที่ 62,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,จุติ ไกรฤกษ์,จุติ,3,3,0,-2,2,1,0,1,0.0,100.0,100.0,0.0
98,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,จุติ ไกรฤกษ์,จุติ,3,3,0,-2,2,1,0,1,0.0,100.0,100.0,0.0
48,ครม. ชุดที่ 62,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,สุวิทย์ เมษินทรีย์,สุวิทย์,3,3,0,0,0,1,-2,3,0.0,0.0,33.33333333333333,66.66666666666666
58,ครม. ชุดที่ 62,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,พุทธิพงษ์ ปุณณกันต์,พุทธิพงษ์,3,3,0,0,0,3,0,3,0.0,0.0,100.0,0.0
106,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,พุทธิพงษ์ ปุณณกันต์,พุทธิพงษ์,3,3,0,0,0,3,0,3,0.0,0.0,100.0,0.0
73,ครม. ชุดที่ 62,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,ณัฏฐพล ทีปสุวรรณ,ณัฏฐพล,3,3,0,0,0,1,-2,3,0.0,0.0,33.33333333333333,66.66666666666666
104,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,ณัฏฐพล ทีปสุวรรณ,ณัฏฐพล,3,3,0,0,0,1,-2,3,0.0,0.0,33.33333333333333,66.66666666666666
166,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,นาวาอากาศเอก อนุดิษฐ์ นาครทรรพ,อนุดิษฐ์,3,3,0,-2,2,1,0,1,0.0,100.0,100.0,0.0
184,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,ปดิพัทธ์ สันติภาดา,ปดิพัทธ์,3,3,0,0,0,0,-3,3,0.0,0.0,0.0,100.0
187,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,ชาดา ไทยเศรษฐ์,ชาดา,3,3,0,-1,1,2,0,2,0.0,100.0,100.0,0.0
257,ส.ว. ชุดที่ 12,สายกลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พลอากาศเอก แอร์บูล สุทธิวรรณ,แอร์บูล,2,2,0,0,0,2,0,2,0.0,0.0,100.0,0.0
99,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,องอาจ คล้ามไพบูลย์,องอาจ,2,2,0,-2,2,0,0,0,0.0,100.0,0.0,0.0
135,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,มงคลกิตติ์ สุขสินธารานนท์,"มงคลกิตติ์ , ด.ช.มงคลกิตติ์ , เต้ มงคลกิตติ์ , เต้  พระราม 7",2,2,0,0,0,1,-1,2,0.0,0.0,50.0,50.0
138,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,นิคม บุญวิเศษ,นิคม,2,2,0,-2,2,0,0,0,0.0,100.0,0.0,0.0
172,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,ณัฐชา บุญไชยอินสวัสดิ์,ณัฐชา,2,2,0,0,0,0,-2,2,0.0,0.0,0.0,100.0
180,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,วีระกร คำประกอบ,วีระกร,2,2,0,0,0,1,-1,2,0.0,0.0,50.0,50.0
220,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,ผ่องศรี แซ่จึง,ผ่องศรี,2,2,0,0,0,2,0,2,0.0,0.0,100.0,0.0
222,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,จารึก ศรีอ่อน,จารึก,2,2,0,0,0,2,0,2,0.0,0.0,100.0,0.0
223,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,สุชาติ ตันเจริญ,สุชาติ,2,2,0,0,0,1,-1,2,0.0,0.0,50.0,50.0
226,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,กวินนาถ ตาคีย์,กวินนาถ,2,2,0,0,0,2,0,2,0.0,0.0,100.0,0.0
234,ส.ว. ชุดที่ 12,สายกลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,ธานี อ่อนละเอียด,ธานี,2,2,0,0,0,1,-1,2,0.0,0.0,50.0,50.0
239,ส.ว. ชุดที่ 12,สายกลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,วันชัย สอนศิริ,วันชัย,2,2,0,0,0,0,-2,2,0.0,0.0,0.0,100.0
285,พรรคการเมือง,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรคไทยภักดี,ไทยภักดี,2,2,0,0,0,2,0,2,0.0,0.0,100.0,0.0
261,ส.ว. ชุดที่ 12,สายกลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พลตำรวจเอก สุวัฒน์ แจ้งยอดสุข,สุวัฒน์,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
37,ครม. ชุดที่ 62,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,สุพัฒนพงษ์ พันธ์มีเชาว์,สุพัฒนพงษ์,1,1,0,0,0,0,-1,1,0.0,0.0,0.0,100.0
62,ครม. ชุดที่ 62,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,สุพัฒนพงษ์ พันธ์มีเชาว์,สุพัฒนพงษ์,1,1,0,0,0,0,-1,1,0.0,0.0,0.0,100.0
49,ครม. ชุดที่ 62,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,เอนก เหล่าธรรมทัศน์,เอนก,1,1,0,0,0,0,-1,1,0.0,0.0,0.0,100.0
55,ครม. ชุดที่ 62,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,อธิรัฐ รัตนเศรษฐ,อธิรัฐ,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
212,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,อธิรัฐ รัตนเศรษฐ,อธิรัฐ,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
70,ครม. ชุดที่ 62,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,สุชาติ ชมกลิ่น,สุชาติ,1,1,0,0,0,0,-1,1,0.0,0.0,0.0,100.0
224,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,สุชาติ ชมกลิ่น,สุชาติ,1,1,0,0,0,0,-1,1,0.0,0.0,0.0,100.0
80,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,สุรเชษฐ์ ประวีณวงศ์วุฒิ,สุรเชษฐ์,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
145,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,สุรเชษฐ์ ประวีณวงศ์วุฒิ,สุรเชษฐ์,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
81,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,พิจารณ์ เชาวพัฒนวงศ์,พิจารณ์,1,1,0,0,0,0,-1,1,0.0,0.0,0.0,100.0
84,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,สุเทพ อู่อ้น,สุเทพ,1,1,0,0,0,0,-1,1,0.0,0.0,0.0,100.0
153,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,สุเทพ อู่อ้น,สุเทพ,1,1,0,0,0,0,-1,1,0.0,0.0,0.0,100.0
90,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,ณัฐวุฒิ บัวประทุม,ณัฐวุฒิ,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
160,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,ณัฐวุฒิ บัวประทุม,ณัฐวุฒิ,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
103,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,มัลลิกา บุญมีตระกูล มหาสุข,มัลลิกา,1,1,0,-1,1,0,0,0,0.0,100.0,0.0,0.0
112,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,เอกราช ช่างเหลา,เอกราช,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
122,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,เอกราช ช่างเหลา,เอกราช,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
121,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,สำลี รักสุทธี,สำลี,1,1,0,0,0,0,-1,1,0.0,0.0,0.0,100.0
161,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,สำลี รักสุทธี,สำลี,1,1,0,0,0,0,-1,1,0.0,0.0,0.0,100.0
125,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,วิรัตน์ วรศสิริน,วิรัตน์,1,1,0,-1,1,0,0,0,0.0,100.0,0.0,0.0
156,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,นิรามาน สุไลมาน,นิรามาน,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
168,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,ธีรรัตน์ สำเร็จวาณิชย์,ธีรรัตน์,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
173,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,จิรวัฒน์ อรัณยกานนท์,จิรวัฒน์,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
175,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,ไผ่ ลิกค์,ไผ่,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
176,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,พันตำรวจโท ไวพจน์ อาภรณ์รัตน์,ไวพจน์,1,1,0,0,0,0,-1,1,0.0,0.0,0.0,100.0
209,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,วัฒนา ช่างเหลา,วัฒนา,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
211,ส.ส. ชุดที่ 25,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,ประเสริฐ จันทรรวงทอง,ประเสริฐ,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
232,ส.ว. ชุดที่ 12,สายกลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พลอากาศตรี เฉลิมชัย เครืองาม,เฉลิมชัย,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
236,ส.ว. ชุดที่ 12,สายกลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พลเอก ปรีชา จันทร์โอชา,ปรีชา,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
242,ส.ว. ชุดที่ 12,สายกลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,สมชาย แสวงการ,สมชาย,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
267,พรรคการเมือง,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรครวมพลัง,"รวมพลัง , รวมพลังประชาชาติไทย , รพปช.",1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
271,พรรคการเมือง,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรครักษ์ผืนป่าประเทศไทย,รักษ์ผืนป่าประเทศไทย,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
287,พรรคการเมือง,สายพรรคการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรครวมไทยสร้างชาติ,รวมไทยสร้างชาติ,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
238,ส.ว. ชุดที่ 12,สายกลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,ศาสตราจารย์ (พิเศษ) พรเพชร วิชิตชลชัย,พรเพชร,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
9,ผบ. ทบ.,สายทหาร,ตำรวจ & ทหาร,พลเอก อภิรัชต์ คงสมพงษ์,"อภิรัชต์ , พล.อ.อภิรัชต์ , บิ๊กแดง , ลูกบิ๊กจ๊อด",67,67,0,-1,1,60,-6,66,0.0,100.0,90.9090909090909,9.090909090909092
20,ผบ. ตร.,สายตำรวจ,ตำรวจ & ทหาร,พลตำรวจเอก จักรทิพย์ ชัยจินดา,"จักรทิพย์ , บิ๊กแป๊ะ",10,10,1,0,1,8,-1,9,100.0,0.0,88.88888888888889,11.11111111111111
17,ผบ. ทอ.,สายทหาร,ตำรวจ & ทหาร,พลอากาศเอก แอร์บูล สุทธิวรรณ,แอร์บูล,2,2,0,0,0,2,0,2,0.0,0.0,100.0,0.0
21,ผบ. ตร.,สายตำรวจ,ตำรวจ & ทหาร,พลตำรวจเอก สุวัฒน์ แจ้งยอดสุข,สุวัฒน์,1,1,0,0,0,1,0,1,0.0,0.0,100.0,0.0
