date_time,title,link,person,groups,sub_categories,categories,score,year,month
2017-12-28 11:38:00,“ป๋าเปรม” เตือน “ตู่” ใช้กองหนุนไปเกือบหมดแล้ว จี้นำความสุขให้คนไทย นายกฯ อ้างผลงานเพิ่งออกใจร้อนไม่ได้,https://mgronline.com/politics/detail/9600000130598,"พลเอก เปรม ติณสูลานนท์,พลเอก ประยุทธ์ จันทร์โอชา,","ประธานคณะองคมนตรี,ครม. ชุดที่ 62,","องคมนตรี,สายพรรคการเมือง,","วัง & องคมนตรี,พรรคการเมือง & กลุ่มการเมือง,",1.0,2017,12
2017-12-28 11:23:00,"""ประยุทธ์"" นำครม.-ผบ.เหล่าทัพ ตบเท้าอวยพรปีใหม่ ""ป๋าเปรม""",https://mgronline.com/politics/detail/9600000130590,"พลเอก เปรม ติณสูลานนท์,พลเอก ประยุทธ์ จันทร์โอชา,","ประธานคณะองคมนตรี,ครม. ชุดที่ 62,","องคมนตรี,สายพรรคการเมือง,","วัง & องคมนตรี,พรรคการเมือง & กลุ่มการเมือง,",1.0,2017,12
2017-08-24 14:20:00,นายกฯ เผย “ป๋าเปรม” ให้ใจเย็นๆ ย้ำไม่คิดสืบอำนาจ ปัดตั้ง กก.ปกป้องตัวเอง,https://mgronline.com/politics/detail/9600000086834,"พลเอก เปรม ติณสูลานนท์,","ประธานคณะองคมนตรี,","องคมนตรี,","วัง & องคมนตรี,",1.0,2017,8
2017-08-24 12:00:00,“ป๋าเปรม” ชม “บิ๊กตู่” พูดคล่องขึ้นตั้งแต่เป็นนายกฯ เชื่อคนเข้าใจสิ่งที่ทำ ขอให้หนักแน่นเป็น “ตู่” คนเดิม,https://mgronline.com/politics/detail/9600000086749,"พลเอก เปรม ติณสูลานนท์,พลเอก ประยุทธ์ จันทร์โอชา,","ประธานคณะองคมนตรี,ครม. ชุดที่ 62,","องคมนตรี,สายพรรคการเมือง,","วัง & องคมนตรี,พรรคการเมือง & กลุ่มการเมือง,",1.0,2017,8
2017-06-26 14:25:00,“ประวิตร” สั่งจัดกิจกรรมเฉลิมพระเกียรติ ร.๑๐ ให้สมพระเกียรติ-ย้ำหนุนปรองดอง,https://mgronline.com/politics/detail/9600000064971,"พระบาทสมเด็จพระวชิรเกล้าเจ้าอยู่หัว,พลเอก ประวิตร วงษ์สุวรรณ,","สมาชิกราชวงศ์จักรี,ครม. ชุดที่ 62,","วัง,สายพรรคการเมือง,","วัง & องคมนตรี,พรรคการเมือง & กลุ่มการเมือง,",1.0,2017,6
2017-04-13 15:53:00,“ป๋าเปรม” ให้ ป.ป.ช.รดน้ำสงกรานต์ ชี้งานเสี่ยง แนะหาวิธีปลุกคนไม่ยอมให้มีคนโกงในชาติ,https://mgronline.com/politics/detail/9600000037776,"พลเอก เปรม ติณสูลานนท์,คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,","ประธานคณะองคมนตรี,ป.ป.ช.,","องคมนตรี,สายองค์กรอิสระ,","วัง & องคมนตรี,ศาล & องค์กรอิสระ,",1.0,2017,4
2017-04-10 11:02:00,“ป๋าเปรม” ชมนายกฯ ไว้ใจได้ ขอภูมิใจทำเพื่อชาติ ถ้าไม่ท้อจะสำเร็จ,https://mgronline.com/politics/detail/9600000036411,"พลเอก เปรม ติณสูลานนท์,","ประธานคณะองคมนตรี,","องคมนตรี,","วัง & องคมนตรี,",1.0,2017,4
2017-04-05 12:42:00,“ป๋าเปรม” ย้ำทุกคนเท่าเทียมใต้ รธน. จี้ตอบแทนแผ่นดิน เชื่อปัญหาพุทธ-มุสลิมจะหมดไป,https://mgronline.com/politics/detail/9600000034685,"พลเอก เปรม ติณสูลานนท์,","ประธานคณะองคมนตรี,","องคมนตรี,","วัง & องคมนตรี,",1.0,2017,4
2017-01-24 16:58:00,“บิ๊กป้อม” เมินโมเดลปรองดอง “ป๋าเปรม” ชี้อะไรทำให้สงบทำได้เลย ยันเรือดำน้ำจำเป็น,https://mgronline.com/politics/detail/9600000007956,"พลเอก เปรม ติณสูลานนท์,พลเอก ประวิตร วงษ์สุวรรณ,","ประธานคณะองคมนตรี,ครม. ชุดที่ 62,","องคมนตรี,สายพรรคการเมือง,","วัง & องคมนตรี,พรรคการเมือง & กลุ่มการเมือง,",1.0,2017,1
2016-12-29 12:51:00,“ป๋าเปรม” ขอบคุณนายกฯ บิ๊กเหล่าทัพอวยพร ชมยอมเหนื่อยให้คนไทยมีสุข,https://mgronline.com/politics/detail/9590000129563,"พลเอก เปรม ติณสูลานนท์,","ประธานคณะองคมนตรี,","องคมนตรี,","วัง & องคมนตรี,",1.0,2016,12
