date_time,title,link,person,groups,sub_categories,categories,score,year,month
2022-10-31 15:07:00,กกต.ย้ำผู้สมัครส.ส.-สมาชิกพรรค ต้องปฎิบัติตามกฎเหล็ก หลังก้าวไกลหารือช่วยภัยพิบัติปชช.,https://mgronline.com/politics/detail/9650000103975,"คณะกรรมการการเลือกตั้ง,พรรคอนาคตใหม่-พรรคก้าวไกล,","กกต.,พรรคการเมือง,","สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,10
2022-10-29 16:56:00,พปชร.แจงรับเงินบริจาค 3 ล้านบาท ถูกต้อง ส่งรายงานแจ้ง กกต.แล้ว มั่นใจไม่โดนยุบพรรค,https://mgronline.com/politics/detail/9650000103481,"คณะกรรมการการเลือกตั้ง,พรรคพลังประชารัฐ,","กกต.,พรรคการเมือง,","สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,10
2022-10-18 14:29:00,“ไทยภักดี” ร้อง กกต.ยุบก้าวไกล ชี้ ชูนโยบาย แก้ ม.112-ม.116 พระสงฆ์มีสิทธิเลือกตั้ง เข้าข่ายเป็นปฏิปักษ์ต่อการปกครอง,https://mgronline.com/politics/detail/9650000099683,"คณะกรรมการการเลือกตั้ง,พรรคอนาคตใหม่-พรรคก้าวไกล,พรรคไทยภักดี,","กกต.,พรรคการเมือง,พรรคการเมือง,","สายองค์กรอิสระ,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,10
2022-10-03 14:28:00,"""ชวน"" ส่งคู่มือกฏเหล็กก่อนเลือกตั้งให้ส.ส. ชี้เป็นอำนาจกกต.ผ่อนปรนช่วยน้ำท่วม จี้ระวังเป็นเหยื่อ",https://mgronline.com/politics/detail/9650000094801,"คณะกรรมการการเลือกตั้ง,ชวน หลีกภัย,","กกต.,ส.ส. ชุดที่ 25,","สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,10
2022-09-30 11:53:00,เริ่มแล้ว! ศาลรธน.พิจารณาคดี วาระ 8 ปี “บิ๊กตู่” ก่อนอ่านคำวินิจฉัยบ่ายนี้,https://mgronline.com/politics/detail/9650000093902,"ศาลรัฐธรรมนูญ,พลเอก ประยุทธ์ จันทร์โอชา,","ศาลรัฐธรรมนูญ,ครม. ชุดที่ 62,","สายศาล,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,9
2022-09-29 14:21:00,“จุรินทร์ ออนทัวร์ กระบี่-พังงา” 30 ก.ย.- 3 ต.ค.ติวเข้ม กฎเหล็ก กกต.ให้ ส.ส.ปชป.ปฏิบัติ ที่เกาะลันตา,https://mgronline.com/politics/detail/9650000093547,"คณะกรรมการการเลือกตั้ง,จุรินทร์ ลักษณวิศิษฏ์,จุรินทร์ ลักษณวิศิษฏ์,พรรคประชาธิปัตย์,","กกต.,ครม. ชุดที่ 62,ส.ส. ชุดที่ 25,พรรคการเมือง,","สายองค์กรอิสระ,สายพรรคการเมือง,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,9
2022-09-28 17:31:00,“บิ๊กป้อม” แจกเสื้อ ส.ส.หน้าตัวเอง พร้อมวลีเด็ด “ใจบันดาลแรง” กำชับลูกพรรคยึดตามกฎ กกต.,https://mgronline.com/politics/detail/9650000093269,"คณะกรรมการการเลือกตั้ง,พลเอก ประวิตร วงษ์สุวรรณ,","กกต.,ครม. ชุดที่ 62,","สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,9
2022-09-27 11:38:00,ฝ่ายค้านยื่น ป.ป.ช.ฟัน “บิ๊กตู่-จุรินทร์” ทุจริตหน้าที่ไม่ยับยั้งความเสียหายรัฐ ขู่ร้องอีกหลายสำนวน,https://mgronline.com/politics/detail/9650000092640,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,พลเอก ประยุทธ์ จันทร์โอชา,จุรินทร์ ลักษณวิศิษฏ์,จุรินทร์ ลักษณวิศิษฏ์,","ป.ป.ช.,ครม. ชุดที่ 62,ครม. ชุดที่ 62,ส.ส. ชุดที่ 25,","สายองค์กรอิสระ,สายพรรคการเมือง,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,9
2022-09-26 18:46:00,กกต.สอบเบื้องต้นป้ายต้อนรับ “บิ๊กป้อม” อาจไม่เข้าข่ายแฝงหาเสียง พร้อมถกหาแนวทางชัดเจน,https://mgronline.com/politics/detail/9650000092488,"คณะกรรมการการเลือกตั้ง,พลเอก ประวิตร วงษ์สุวรรณ,","กกต.,ครม. ชุดที่ 62,","สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,9
2022-09-26 14:04:00,“พปชร.” นัด ส.ส.ติวเข้ม กฎเหล็ก กกต. 28 ก.ย.นี้ ลั่นใครจะร้องหรือโจมตี เป็นสิทธิส่วนบุคคล,https://mgronline.com/politics/detail/9650000092360,"คณะกรรมการการเลือกตั้ง,พรรคพลังประชารัฐ,","กกต.,พรรคการเมือง,","สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,9
2022-09-25 13:29:00,“ประวิตร” ปัดเล่นการเมืองเยือนเพชรบูรณ์ ย้อนสื่อชาวบ้านขึ้นป้ายรับทำได้ไหม ไม่กังวลระเบียบ กกต.,https://mgronline.com/politics/detail/9650000092033,"คณะกรรมการการเลือกตั้ง,พลเอก ประวิตร วงษ์สุวรรณ,","กกต.,ครม. ชุดที่ 62,","สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,9
2022-09-22 18:21:00,“นริศร” อดีต ส.ส.พท.ถูกศาลฎีกาฯ สั่งจำคุก 16 เดือน ไม่รอลงอาญา เซ่นเสียบบัตรแทนกันปี 56,https://mgronline.com/politics/detail/9650000091261,"ศาลยุติธรรม,พรรคเพื่อไทย,","ศาลยุติธรรม,พรรคการเมือง,","สายศาล,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,9
2022-09-22 13:55:00,“บิ๊กป้อม” ฟุ้งพปชร.ให้กำเนิด “มาดามเดียร์” บอกตอนอยู่ด้วยตนดูแลอย่างดี บอกไม่รู้กกต.วางไทม์ไลน์เลือกตั้งจะเป็นไปตามนั้นหรือไม่,https://mgronline.com/politics/detail/9650000091126,"คณะกรรมการการเลือกตั้ง,พลเอก ประวิตร วงษ์สุวรรณ,พรรคพลังประชารัฐ,","กกต.,ครม. ชุดที่ 62,พรรคการเมือง,","สายองค์กรอิสระ,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,9
2022-09-07 11:58:00,ศาลปกครองสั่ง “กทม.- กรุงเทพธนาคม” จ่ายหนี้ค่าจ้างเดินรถ BTS รวมกว่า 1.2 หมื่นล้านบาท ภายใน 180 วัน,https://mgronline.com/politics/detail/9650000085853,"ศาลปกครอง,","ศาลปกครอง,","สายศาล,","ศาล & องค์กรอิสระ,",1.0,2022,9
2022-09-07 10:54:00,“เสรีพิศุทธ์” ยันเชิญ “หม่อมอุ๋ย” เข้าแจง กมธ.ป.ป.ช.ปมนาฬิกาเพื่อนแน่ แต่ยังไม่กำหนดวัน,https://mgronline.com/politics/detail/9650000085829,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,พลตำรวจเอก เสรีพิศุทธ์ เตมียเวส,เสรี สุวรรณภานนท์,","ป.ป.ช.,ส.ส. ชุดที่ 25,ส.ว. ชุดที่ 12,","สายองค์กรอิสระ,สายพรรคการเมือง,สายกลุ่มการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,9
2022-09-06 13:23:00,“อนุทิน” ไม่ก้าวล่วงศาลรธน.วินิจฉัยปมนายกฯ 8 ปี บอกแม้สนิทก็ไม่ควรถาม ขอเคารพผลสรุปไม่ปลุกม็อบ เผย “ลุงป้อม” นำถก ครม. รวดเดียวจบ ไม่มีพัก,https://mgronline.com/politics/detail/9650000085515,"ศาลรัฐธรรมนูญ,พลเอก ประวิตร วงษ์สุวรรณ,อนุทิน ชาญวีรกูล,อนุทิน ชาญวีรกูล,","ศาลรัฐธรรมนูญ,ครม. ชุดที่ 62,ครม. ชุดที่ 62,ส.ส. ชุดที่ 25,","สายศาล,สายพรรคการเมือง,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,9
2022-09-01 15:21:00,ทีมกฎหมาย “บิ๊กตู่” จ่อยื่นศาลรัฐธรรมนูญ แจงปมวาระนายกฯ 8 ปี วันที่ 1 ก.ย.นี้,https://mgronline.com/politics/detail/9650000084050,"ศาลรัฐธรรมนูญ,พลเอก ประยุทธ์ จันทร์โอชา,","ศาลรัฐธรรมนูญ,ครม. ชุดที่ 62,","สายศาล,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,9
2022-08-31 15:19:00,ก้าวไกลลุยทลายบัญชีทหารผี เซ่นคดี ส.ต.ท.หญิงฉาว กมธ.ป.ป.ช.นัดสอบ “ธานี อ่อนละเอียด-2 น้องบิ๊กป้อม”,https://mgronline.com/politics/detail/9650000083679,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,พลเอก ประวิตร วงษ์สุวรรณ,ธานี อ่อนละเอียด,พรรคอนาคตใหม่-พรรคก้าวไกล,","ป.ป.ช.,ครม. ชุดที่ 62,ส.ว. ชุดที่ 12,พรรคการเมือง,","สายองค์กรอิสระ,สายพรรคการเมือง,สายกลุ่มการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,8
2022-08-26 13:37:00,ศาลฎีกาสั่ง “กนกวรรณ วิลาวัลย์” รมช.ศึกษาฯ หยุดปฏิบัติหน้าที่ จนกว่าจะมีคำพิพากษา นัดพิจารณาคดีครั้งแรกวันที่ 5 ต.ค.นี้,https://mgronline.com/politics/detail/9650000081947,"ศาลยุติธรรม,กนกวรรณ วิลาวัลย์,กนกวรรณ วิลาวัลย์,","ศาลยุติธรรม,ครม. ชุดที่ 62,ส.ส. ชุดที่ 25,","สายศาล,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,8
2022-08-24 13:24:00,สั่ง “บิ๊กตู่” หยุดปฏิบัติหน้าที่! ศาลรัฐธรรมนูญมีมติรับคำร้องปม 8 ปี นายกฯ ไว้พิจารณา,https://mgronline.com/politics/detail/9650000081160,"ศาลรัฐธรรมนูญ,พลเอก ประยุทธ์ จันทร์โอชา,","ศาลรัฐธรรมนูญ,ครม. ชุดที่ 62,","สายศาล,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,8
2022-08-22 16:53:00,กกต.ย้ำ ไม่ส่งปม 8 ปี นายกฯ เหตุสภายื่นแล้ว และคำวินิจฉัยศาล รธน.ผูกพันทุกองค์กร,https://mgronline.com/politics/detail/9650000080482,"คณะกรรมการการเลือกตั้ง,","กกต.,","สายองค์กรอิสระ,","ศาล & องค์กรอิสระ,",1.0,2022,8
2022-08-22 15:33:00,กกต.ตีตกคำร้อง 8 ปี “บิ๊กตู่” นั่งนายกฯ เหตุ ส.ส.ยื่นศาล รธน.วินิจฉัยแล้ว,https://mgronline.com/politics/detail/9650000080433,"คณะกรรมการการเลือกตั้ง,พลเอก ประยุทธ์ จันทร์โอชา,","กกต.,ครม. ชุดที่ 62,","สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,8
2022-08-18 08:45:00,ผู้ตรวจการแผ่นดินปัดตกคำร้องตีความ “บิ๊กตู่” นั่งนายกฯ 8 ปี เหตุไม่อยู่ในอำนาจพิจารณาส่งศาล รธน.,https://mgronline.com/politics/detail/9650000078972,"ผู้ตรวจการแผ่นดิน,พลเอก ประยุทธ์ จันทร์โอชา,","ผผ.,ครม. ชุดที่ 62,","สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,8
2022-08-16 12:45:00,ผู้ตรวจการแผ่นดิน จ่อสรุปปม “บิ๊กตู่” นั่งนายกฯ 8 ปีสัปดาห์นี้ จับตาส่งศาล รธน.ตีความหรือไม่,https://mgronline.com/politics/detail/9650000078224,"ผู้ตรวจการแผ่นดิน,พลเอก ประยุทธ์ จันทร์โอชา,","ผผ.,ครม. ชุดที่ 62,","สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,8
2022-08-10 12:23:00,นายกฯ ยันไม่อยู่เหนือกฎหมาย น้อมรับคำวินิจฉัยศาลรัฐธรรมนูญปมวาระ 8 ปี,https://mgronline.com/politics/detail/9650000076204,"ศาลรัฐธรรมนูญ,","ศาลรัฐธรรมนูญ,","สายศาล,","ศาล & องค์กรอิสระ,",1.0,2022,8
2022-08-09 12:35:00,ชทพ.เตรียมถกท่าทีประชุมร่วมรัฐสภาบ่ายนี้ “วราวุธ” ชี้สภาต้องเดินต่อ ตีความ 8 ปี นายกฯปล่อยเป็นหน้าที่ศาลรัฐธรรมนูญ,https://mgronline.com/politics/detail/9650000075778,"ศาลรัฐธรรมนูญ,วราวุธ ศิลปอาชา,วราวุธ ศิลปอาชา,พรรคชาติไทยพัฒนา,","ศาลรัฐธรรมนูญ,ครม. ชุดที่ 62,ส.ส. ชุดที่ 25,พรรคการเมือง,","สายศาล,สายพรรคการเมือง,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,8
2022-08-08 12:39:00,เสรีรวมไทย ยื่น กกต. สอบ 7 พรรคเล็กรับกล้วย เข้าข่ายถูกยุบพรรค มั่นใจหลักฐานแน่น เหน็บ กกต.อิสระจริงต้องชงศาล รธน.ยุบทิ้ง,https://mgronline.com/politics/detail/9650000075384,"คณะกรรมการการเลือกตั้ง,เสรี สุวรรณภานนท์,พรรคเสรีรวมไทย,","กกต.,ส.ว. ชุดที่ 12,พรรคการเมือง,","สายองค์กรอิสระ,สายกลุ่มการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,8
2022-08-05 13:21:00,ก้าวไกล.ยื่น ป.ป.ช.ฟัน “บิ๊กตู่-ครม.-ตร.” ปมทุจริตกองบินตำรวจ-ตั๋วช้าง ชี้ ใช้อำนาจไม่ชอบ ทำงบแผ่นดินเสียหาย,https://mgronline.com/politics/detail/9650000074593,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,พลเอก ประยุทธ์ จันทร์โอชา,พรรคอนาคตใหม่-พรรคก้าวไกล,","ป.ป.ช.,ครม. ชุดที่ 62,พรรคการเมือง,","สายองค์กรอิสระ,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,8
2022-08-03 14:20:00,ศาลฎีกานักการเมือง สั่งจำคุก “ธณิกานต์” 1 ปี ปรับ 2 แสน ส.ส.กทม.พปชร. เสียบบัตรแทนกัน มีเหตุปรานีโทษรอลงอาญา 2 ปี,https://mgronline.com/politics/detail/9650000073774,"ศาลยุติธรรม,พรรคพลังประชารัฐ,","ศาลยุติธรรม,พรรคการเมือง,","สายศาล,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,8
2022-08-01 11:35:00,“เพื่อไทย” เดินหน้าร้อง ป.ป.ช. อีอีซี-ถุงมือยาง มั่นใจ หลักฐานแน่น โว สูตรเลือกตั้งไหนก็ได้เปรียบ,https://mgronline.com/politics/detail/9650000072887,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,พรรคเพื่อไทย,","ป.ป.ช.,พรรคการเมือง,","สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,8
2022-07-26 13:07:00,ป.ป.ช.ชี้มูล “ครูพี่โอ๊ะ กนกวรรณ” รมช.ศธ รุกป่าเขาใหญ่เพิ่ม,https://mgronline.com/politics/detail/9650000071127,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,กนกวรรณ วิลาวัลย์,กนกวรรณ วิลาวัลย์,","ป.ป.ช.,ครม. ชุดที่ 62,ส.ส. ชุดที่ 25,","สายองค์กรอิสระ,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,7
2022-07-26 12:19:00,ป.ป.ช.จ่อชี้มูล “กนกวรรณ” อีกคดีเหตุบุกรุกพื้นที่ป่าเขาใหญ่ เร่งดำเนินคดีทั้งอาญาและขัดจริยธรรมร้ายแรง,https://mgronline.com/politics/detail/9650000071095,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,กนกวรรณ วิลาวัลย์,กนกวรรณ วิลาวัลย์,","ป.ป.ช.,ครม. ชุดที่ 62,ส.ส. ชุดที่ 25,","สายองค์กรอิสระ,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,7
2022-07-25 17:26:00,“ประวิตร” ไม่กลัว ป.ป.ช.สอบมูลนิธิป่ารอยต่อฯ ป้องไม่เกี่ยวการเมือง สวน “พิเชษฐ” ไม่รู้รับเงินกับใคร,https://mgronline.com/politics/detail/9650000070877,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,พลเอก ประวิตร วงษ์สุวรรณ,","ป.ป.ช.,ครม. ชุดที่ 62,","สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,7
2022-07-25 14:26:00,กกต.ไฟเขียวรับรอง “เดชทวี” จากเสรีรวมไทย เป็น ส.ส.ลำปางเขต 4 แล้ว,https://mgronline.com/politics/detail/9650000070761,"คณะกรรมการการเลือกตั้ง,เสรี สุวรรณภานนท์,พรรคเสรีรวมไทย,","กกต.,ส.ว. ชุดที่ 12,พรรคการเมือง,","สายองค์กรอิสระ,สายกลุ่มการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,7
2022-07-25 14:16:00,ป.ป.ช.สั่งเก็บข้อมูล ส.ส.รับกล้วย ชี้ ผิดทั้งอาญา-จริยธรรม แถมอาจพ่วงข้อหาติดสินบน จนท.รัฐ,https://mgronline.com/politics/detail/9650000070755,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,","ป.ป.ช.,","สายองค์กรอิสระ,","ศาล & องค์กรอิสระ,",-1.0,2022,7
2022-07-23 12:41:00,“ก้าวไกล” เล็งยื่น ป.ป.ช.เอาผิด “ประยุทธ์และคณะ”,https://mgronline.com/politics/detail/9650000070208,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,พลเอก ประยุทธ์ จันทร์โอชา,พรรคอนาคตใหม่-พรรคก้าวไกล,","ป.ป.ช.,ครม. ชุดที่ 62,พรรคการเมือง,","สายองค์กรอิสระ,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,7
2022-07-23 10:06:00,“ศักดิ์สยาม” โต้ฝ่ายค้าน อย่าเสียเวลายื่น ป.ป.ช.ตรวจสอบซุกหุ้น เลี่ยงภาษี ยันมีหลักฐานแจงชัด,https://mgronline.com/politics/detail/9650000070162,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,ศักดิ์สยาม ชิดชอบ,ศักดิ์สยาม ชิดชอบ,","ป.ป.ช.,ครม. ชุดที่ 62,ส.ส. ชุดที่ 25,","สายองค์กรอิสระ,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,7
2022-07-21 16:06:00,พท.ปูด “บิ๊กตู่” ปล่อยคนสนิทจุ้น ก.อว.ใช้งบกลางจัดอบรมโครงการซ้ำซ้อนงาบเงินทอน ชงต่อ ป.ป.ช.,https://mgronline.com/politics/detail/9650000069580,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,พลเอก ประยุทธ์ จันทร์โอชา,ธนาธร จึงรุ่งเรืองกิจ,พรรคเพื่อไทย,","ป.ป.ช.,ครม. ชุดที่ 62,ส.ส. ชุดที่ 25,พรรคการเมือง,","สายองค์กรอิสระ,สายพรรคการเมือง,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,7
2022-07-20 18:58:00,ก้าวไกล แฉ ป.ป.ช.อุ้ม “บิ๊กป้อม” ปมนาฬิกาหรู ไม่หาเจ้าของ เปิด Serial Number ให้ ปชช.ช่วยตาม,https://mgronline.com/politics/detail/9650000069233,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,พลเอก ประวิตร วงษ์สุวรรณ,พรรคอนาคตใหม่-พรรคก้าวไกล,","ป.ป.ช.,ครม. ชุดที่ 62,พรรคการเมือง,","สายองค์กรอิสระ,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,7
2022-07-20 18:52:00,“บิ๊กป้อม” ปัดเอี่ยวปฏิวัติ โบ้ย “บิ๊กตู่” ทำคนเดียว ปมนาฬิกาหรูไม่ก้าวก่าย ป.ป.ช.,https://mgronline.com/politics/detail/9650000069228,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,พลเอก ประยุทธ์ จันทร์โอชา,พลเอก ประวิตร วงษ์สุวรรณ,","ป.ป.ช.,ครม. ชุดที่ 62,ครม. ชุดที่ 62,","สายองค์กรอิสระ,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",1.0,2022,7
2022-07-20 15:35:00,"ก้าวไกล จ่อยื่นป.ป.ช.ฟัน ""ศักดิ์สยาม"" ซุกหุ้นไม่เชื่อมีการซื้อขายโอนหุ้นกันจริง เชื่อเอาผิดได้",https://mgronline.com/politics/detail/9650000069127,"คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,ศักดิ์สยาม ชิดชอบ,ศักดิ์สยาม ชิดชอบ,พรรคอนาคตใหม่-พรรคก้าวไกล,","ป.ป.ช.,ครม. ชุดที่ 62,ส.ส. ชุดที่ 25,พรรคการเมือง,","สายองค์กรอิสระ,สายพรรคการเมือง,สายพรรคการเมือง,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,7
2022-07-08 13:40:00,“จิรายุ” จี้ นายกฯ ให้ความสำคัญโครงการรถไฟฟ้าสายสีส้ม หลังศาลปกครองพิพากษาการล้มประมูลครั้งแรกไม่ชอบด้วยกฎหมาย,https://mgronline.com/politics/detail/9650000065135,"ศาลปกครอง,จิรายุ ห่วงทรัพย์,","ศาลปกครอง,ส.ส. ชุดที่ 25,","สายศาล,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,7
2022-07-06 11:57:00,ศาลฎีกาพิพากษายืนจำคุก “เทพไท-มาโนช” 2 ปี ไม่รอลงอาญา ตัดสิทธิการเมือง 10 ปี คดีโกงเลือกตั้ง อบจ.เมืองคอน,https://mgronline.com/politics/detail/9650000064190,"ศาลยุติธรรม,","ศาลยุติธรรม,","สายศาล,","ศาล & องค์กรอิสระ,",-1.0,2022,7
2022-06-22 11:25:00,ป.ป.ช.เปิดเซฟ “แสวง บุญมี” เลขาฯ กกต.ป้ายแดง อู้ฟู่ 47 ล้าน ฟันรายได้ต่อปี 2 ล้าน,https://mgronline.com/politics/detail/9650000059266,"คณะกรรมการการเลือกตั้ง,คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,","กกต.,ป.ป.ช.,","สายองค์กรอิสระ,สายองค์กรอิสระ,","ศาล & องค์กรอิสระ,ศาล & องค์กรอิสระ,",-1.0,2022,6
2022-06-20 14:35:00,ตีตกยุบก้าวไกล! กกต.ชี้หนุนม็อบ-แก้ ม.112 เป็นสิทธิตาม รธน.ไร้หลักฐานให้เงินเป็นแกนนำปลุกระดม,https://mgronline.com/politics/detail/9650000058569,"คณะกรรมการการเลือกตั้ง,พรรคอนาคตใหม่-พรรคก้าวไกล,","กกต.,พรรคการเมือง,","สายองค์กรอิสระ,สายพรรคการเมือง,","ศาล & องค์กรอิสระ,พรรคการเมือง & กลุ่มการเมือง,",-1.0,2022,6
