person,count
กนกวรรณ วิลาวัลย์,12
คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,2
พรรคภูมิใจไทย,2
ศาลยุติธรรม,1
พรรคอนาคตใหม่-พรรคก้าวไกล,1
พลเอก ประยุทธ์ จันทร์โอชา,1
