person,count
เสรี สุวรรณภานนท์,15
พลตำรวจเอก เสรีพิศุทธ์ เตมียเวส,8
พรรคเสรีรวมไทย,5
คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,4
คณะกรรมการการเลือกตั้ง,3
พรรคอนาคตใหม่-พรรคก้าวไกล,2
พรรคพลังประชารัฐ,2
พรรคประชาธิปัตย์,2
พรรคเพื่อไทย,2
ธนกร วังบุญคงชนะ,1
พรรคเศรษฐกิจไทย,1
ศาลปกครอง,1
สิระ เจนจาคะ,1
พรรณิการ์ วานิช,1
พลเอก ประยุทธ์ จันทร์โอชา,1
วันชัย สอนศิริ,1
