year,positive,negative
2554,67.0,-189.0
2555,184.0,-437.0
2556,172.0,-479.0
2557,124.0,-199.0
2558,60.0,-56.0
2559,40.0,-51.0
2560,59.0,-58.0
2561,114.0,-98.0
2562,379.0,-176.0
2563,235.0,-191.0
2564,198.0,-160.0
2565,353.0,-183.0
