year,positive,negative
2554,65.0,-185.0
2555,173.0,-430.0
2556,170.0,-448.0
2557,95.0,-171.0
2558,32.0,-55.0
2559,26.0,-48.0
2560,51.0,-58.0
2561,104.0,-98.0
2562,358.0,-170.0
2563,231.0,-182.0
2564,196.0,-148.0
2565,347.0,-179.0
