person,count
ศักดิ์สยาม ชิดชอบ,38
พรรคภูมิใจไทย,9
พรรคอนาคตใหม่-พรรคก้าวไกล,5
อนุทิน ชาญวีรกูล,4
คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,3
พรรคประชาชาติ,1
พรรคเพื่อไทย,1
พลเอก ประวิตร วงษ์สุวรรณ,1
ศาลปกครอง,1
นิพนธ์ บุญญามณี,1
พรรคพลังประชารัฐ,1
