person,count
สันติ พร้อมพัฒน์,12
พลเอก ประยุทธ์ จันทร์โอชา,4
ธนาธร จึงรุ่งเรืองกิจ,2
พรรคพลังประชารัฐ,1
พรรคอนาคตใหม่-พรรคก้าวไกล,1
ทักษิณ ชินวัตร,1
ธนกร วังบุญคงชนะ,1
พรรคเพื่อไทย,1
