year,positive,negative
2557,1.0,-1.0
2558,1.0,0.0
2560,5.0,-1.0
2561,4.0,0.0
2564,2.0,-8.0
2565,2.0,-9.0
2555,0.0,-3.0
2562,0.0,-2.0
2563,0.0,-2.0
